vessel_id,vessel_type,vessel_name,dwt,displacement,length_pp,beam,mcr_kw,speed_knots,draft_ratio,wave_height_m,wind_speed_kmh,wind_angle_deg,calm_power_kw,wave_power_kw,wind_power_kw,total_power_kw,engine_load_pct,sfoc_g_kwh,fuel_burn_mt_per_day,corridor
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,13.18,0.968,0.46,6.01,58.6,17055.3,5.4,0.3,14700.0,105.0,188.96,66.666,Southern Red Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,14.21,0.912,1.94,45.53,13.2,36024.7,296.6,70.2,36391.5,62.74,170.27,148.716,Bab-el-Mandeb Strait
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.44,0.857,0.46,8.65,107.0,25900.4,4.1,-0.4,14700.0,105.0,193.24,68.174,Singapore Strait
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,13.23,0.757,3.48,49.19,135.7,19271.0,219.8,-47.8,18900.0,105.0,186.75,84.711,South China Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.87,0.899,0.37,6.48,174.3,28721.7,1.4,-0.7,14700.0,105.0,189.82,66.968,Southern Red Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,20.68,0.72,0.34,5.72,22.2,99979.6,12.9,1.1,60900.0,105.0,185.06,270.484,Malacca Strait Central
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.14,0.965,1.72,27.66,62.4,29078.9,292.6,25.4,29396.8,91.87,173.22,122.211,Cape Comorin
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,15.89,0.896,0.53,2.65,157.0,47075.1,7.8,-0.3,23100.0,105.0,188.14,104.304,Malta Channel
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,11.25,0.867,0.37,8.13,7.3,10077.6,3.7,1.2,10082.5,72.02,177.54,42.961,Southern Red Sea
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.36,0.888,1.11,20.46,127.4,27842.3,40.4,-10.9,23100.0,105.0,186.54,103.415,Bay of Biscay
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.74,0.837,0.46,6.93,86.5,31419.6,17.5,0.2,31437.3,98.24,176.23,132.968,Goa Coast
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,12.56,0.874,0.76,15.37,106.8,14050.0,9.0,-1.2,14057.8,100.41,187.52,63.268,Taiwan Strait
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.21,0.981,2.5,36.6,143.7,26900.2,110.9,-29.8,18900.0,105.0,190.63,86.47,Bab-el-Mandeb Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,15.29,0.926,0.33,4.02,101.6,45201.3,5.2,-0.1,45206.4,77.94,165.12,179.152,Western Mediterranean
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,16.48,0.772,1.74,29.41,144.8,52117.0,89.1,-24.6,52181.5,89.97,164.94,206.566,Bab-el-Mandeb Strait
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,12.5,0.931,2.61,46.0,79.7,23301.7,363.3,16.1,23100.0,105.0,189.32,104.958,Eastern Mediterranean
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,18.13,0.989,0.85,20.58,131.4,77828.6,27.8,-9.7,60900.0,105.0,184.48,269.642,Taiwan Strait
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,10.76,0.772,0.47,12.32,61.6,10470.6,7.2,2.0,10479.8,58.22,178.13,44.802,Cape Finisterre Atlantic
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,16.6,0.914,1.38,25.63,107.1,33157.4,39.1,-3.4,14700.0,105.0,188.91,66.648,Sri Lanka Dondra Head
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,11.64,0.848,1.82,34.95,88.3,18010.0,151.1,1.6,18162.7,82.56,166.48,72.569,Eastern Mediterranean
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,12.43,0.887,0.72,19.03,4.6,13721.4,15.4,6.4,13743.2,98.17,181.21,59.771,Gulf of Oman
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,17.25,0.826,0.52,16.49,102.8,35488.7,6.1,-1.1,14700.0,105.0,193.83,68.382,Cape Finisterre Atlantic
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.48,0.771,0.39,4.87,142.7,44544.4,7.2,-1.3,33600.0,105.0,182.08,146.831,Malacca Strait Central
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,16.35,0.698,0.72,21.02,116.6,28100.2,9.3,-3.5,14700.0,105.0,188.42,66.476,Laccadive Sea / Arabian Basin
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.31,0.985,0.37,4.54,77.4,26964.3,3.6,0.1,14700.0,105.0,192.65,67.968,Western Mediterranean
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,13.4,0.798,2.08,29.14,99.2,16400.5,79.4,-2.4,14700.0,105.0,188.03,66.339,Suez Canal Transit
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,14.65,0.662,0.8,18.75,176.6,34323.8,13.2,-12.2,34324.8,59.18,175.42,144.507,Taiwan Strait
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,10.52,0.928,1.03,18.33,77.6,8501.2,19.2,1.3,8521.7,60.87,179.89,36.791,Gulf of Oman
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,17.07,0.674,1.97,42.23,157.3,54686.1,103.9,-57.3,54732.7,94.37,171.26,224.959,Bab-el-Mandeb Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,16.54,0.759,0.94,18.44,29.2,52305.7,77.5,10.3,52393.5,90.33,165.05,207.536,Gulf of Oman
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,16.45,1.0,3.1,43.85,163.7,42186.0,161.9,-50.9,18900.0,105.0,188.86,85.667,South China Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,16.09,0.965,2.66,51.21,79.6,67739.2,806.6,33.9,33600.0,105.0,189.42,152.746,South China Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,13.05,0.991,1.39,22.74,107.7,20981.0,49.5,-4.4,18900.0,105.0,188.72,85.603,Strait of Gibraltar
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,21.19,0.76,0.34,9.9,150.9,110124.2,4.2,-3.0,60900.0,105.0,183.29,267.902,Northern Red Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,16.04,0.66,0.4,7.17,139.3,25962.0,2.1,-0.7,14700.0,105.0,188.07,66.351,Southern Red Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,11.86,0.89,0.46,17.35,168.6,26115.7,6.5,-21.1,26101.1,81.57,166.43,104.256,Ras Tanura Terminal
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,12.77,0.845,0.44,13.45,19.0,18193.0,9.2,4.7,18206.9,101.15,183.92,80.365,Strait of Hormuz
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.11,0.822,1.06,19.42,9.4,23831.6,41.1,6.6,14700.0,105.0,188.8,66.607,Gulf of Oman
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,16.75,0.972,0.51,5.58,83.8,43885.9,11.1,0.1,18900.0,105.0,190.56,86.439,Malacca Strait Central
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,15.39,0.688,0.4,4.09,93.9,38050.8,9.1,-0.0,23100.0,105.0,187.36,103.872,Malta Channel
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,17.2,0.996,0.7,17.6,46.1,66723.5,41.9,7.5,60900.0,105.0,188.06,274.868,Ras Tanura Terminal
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,13.76,0.739,0.49,5.05,122.2,29737.2,7.8,-0.5,29744.5,51.28,182.29,130.13,Western Mediterranean
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.57,0.725,0.32,8.07,178.2,24647.2,1.0,-1.2,14700.0,105.0,189.96,67.018,Singapore Strait
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,15.36,0.812,4.64,51.11,58.0,40619.1,1673.2,59.2,23100.0,105.0,191.59,106.22,English Channel East
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,17.46,0.843,1.58,31.77,103.1,64498.6,132.5,-7.9,60900.0,105.0,180.25,263.451,Strait of Gibraltar
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,19.47,0.865,1.98,39.33,51.4,90446.8,367.3,33.6,60900.0,105.0,186.32,272.326,Eastern Mediterranean
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.26,0.913,0.36,7.4,91.3,29206.4,9.9,-0.1,29216.2,91.3,174.2,122.147,Singapore Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,17.72,0.682,0.48,10.73,45.4,61520.1,20.4,2.8,60900.0,105.0,185.93,271.751,Cape Finisterre Atlantic
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,21.0,0.987,4.34,64.22,173.5,120889.2,562.0,-142.6,60900.0,105.0,181.8,265.723,English Channel East
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,17.45,0.811,2.58,31.35,103.9,45629.7,240.2,-6.5,18900.0,105.0,190.71,86.505,Eastern Mediterranean
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.45,0.858,0.94,14.96,179.0,32463.0,13.2,-6.2,18900.0,105.0,189.46,85.939,Laccadive Sea / Arabian Basin
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,12.27,0.782,0.57,20.3,14.2,12467.3,9.4,7.1,12483.8,89.17,176.79,52.967,Taiwan Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,20.67,0.816,2.08,32.2,76.9,105338.9,356.3,8.2,60900.0,105.0,183.38,268.024,Eastern Mediterranean
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,20.57,0.669,0.68,18.56,122.2,95472.0,22.4,-6.4,60900.0,105.0,181.13,264.74,Gulf of Oman
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,21.53,0.78,0.46,3.81,96.4,116621.0,14.8,-0.1,60900.0,105.0,188.87,276.055,Malta Channel
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,21.38,0.821,1.59,26.16,54.2,116838.7,258.1,13.9,60900.0,105.0,181.74,265.633,Sri Lanka Dondra Head
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,13.61,0.78,0.7,12.01,0.7,37167.8,68.1,10.3,33600.0,105.0,185.81,149.84,Ras Tanura Terminal
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,11.55,0.802,0.74,11.06,10.0,13163.6,24.4,3.3,13191.3,73.29,172.13,54.496,Ras Tanura Terminal
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,11.19,0.74,0.52,17.1,42.3,11533.8,10.7,6.0,11550.5,64.17,171.05,47.417,Ras Tanura Terminal
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,12.0,0.923,0.41,5.22,61.1,20534.2,9.9,0.6,20544.7,93.38,177.13,87.339,Western Mediterranean
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,12.88,0.991,1.95,26.62,102.6,26280.5,164.0,-6.6,23100.0,105.0,185.47,102.826,Cape Comorin
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,11.05,0.674,0.39,11.69,106.1,13956.4,5.5,-1.6,13960.3,63.46,173.15,58.012,Northern Red Sea
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.0,0.87,2.16,45.12,53.5,25402.4,315.1,51.7,23100.0,105.0,186.24,103.253,Eastern Mediterranean
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,17.0,0.662,0.46,13.09,52.3,38656.2,12.1,2.9,18900.0,105.0,192.72,87.417,Cape Finisterre Atlantic
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,10.89,0.792,2.14,25.62,31.0,10961.8,181.9,15.5,11159.2,62.0,178.57,47.826,Suez Canal Transit
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.86,0.907,3.91,66.54,98.4,28789.4,333.3,-11.4,14700.0,105.0,191.72,67.639,English Channel East
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,19.71,0.867,0.42,4.78,88.6,93944.6,12.4,0.0,60900.0,105.0,189.62,277.152,Western Mediterranean
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,11.83,0.946,0.42,13.15,122.2,26646.4,9.2,-6.6,26648.9,83.28,168.97,108.068,Strait of Hormuz
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,18.67,0.78,1.45,33.63,114.4,76130.6,103.1,-16.3,60900.0,105.0,179.13,261.81,Suez Canal Transit
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.05,0.719,2.73,38.42,6.6,22588.3,403.1,40.5,18900.0,105.0,187.89,85.227,Central Arabian Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.74,0.911,1.49,25.71,26.9,29004.2,120.9,16.3,18900.0,105.0,186.2,84.459,Gulf of Suez
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,16.44,0.91,2.83,42.78,72.7,52465.3,596.9,23.3,23100.0,105.0,186.05,103.148,Central Arabian Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,17.99,0.805,0.51,6.73,17.2,69080.9,26.0,1.5,60900.0,105.0,181.34,265.049,Shanghai Wusong
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,13.24,0.676,1.43,30.37,49.7,25559.8,132.2,20.8,25712.7,44.33,188.4,116.263,Rotterdam Approaches
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.65,0.89,0.5,8.13,116.1,34305.2,7.0,-0.8,18900.0,105.0,186.7,84.685,Southern Red Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,17.97,0.783,0.45,10.67,147.7,67963.4,6.4,-3.3,60900.0,105.0,182.07,266.113,Northern Red Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,11.31,0.93,0.33,3.86,66.3,23135.5,9.8,0.4,23145.7,72.33,165.37,91.862,Western Mediterranean
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.74,0.895,0.37,8.62,103.4,50290.1,11.3,-1.2,33600.0,105.0,188.68,152.149,Goa Coast
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,16.78,0.874,0.5,8.92,178.6,41939.2,4.0,-2.2,18900.0,105.0,190.35,86.341,Strait of Hormuz
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,13.34,0.778,0.46,10.67,135.8,27738.0,5.6,-2.8,27740.8,47.83,187.71,124.974,Cape Finisterre Atlantic
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,21.27,0.653,0.6,14.47,160.5,104447.3,11.8,-6.9,60900.0,105.0,185.16,270.63,Cape Finisterre Atlantic
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,17.79,0.801,0.83,14.48,158.3,66576.3,19.0,-6.8,60900.0,105.0,181.46,265.227,Laccadive Sea / Arabian Basin
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,11.0,0.811,0.93,14.43,170.9,19981.6,24.6,-14.7,19991.5,62.47,172.69,82.855,Taiwan Strait
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.99,0.952,0.75,12.26,79.6,30244.8,15.0,0.5,14700.0,105.0,191.78,67.659,Ras Tanura Terminal
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,13.49,0.815,0.56,12.94,107.7,21084.6,8.3,-1.4,18900.0,105.0,188.1,85.321,Cape Finisterre Atlantic
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.92,0.668,1.58,33.06,158.1,31898.1,42.6,-28.0,18900.0,105.0,187.87,85.218,Cape Comorin
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,14.87,0.678,0.4,6.34,123.2,36237.4,5.7,-0.8,36242.3,62.49,171.08,148.809,Southern Red Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,17.92,0.803,1.06,25.87,104.1,68150.8,60.6,-5.7,60900.0,105.0,183.69,268.482,Bay of Biscay
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,12.42,0.736,0.6,15.34,179.2,12597.3,2.7,-4.2,12595.8,89.97,172.53,52.157,Ras Tanura Terminal
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,16.61,0.713,2.09,25.83,132.9,29715.2,64.8,-8.1,14700.0,105.0,195.29,68.897,Sri Lanka Dondra Head
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,12.84,0.726,0.36,3.96,27.3,17307.9,6.1,0.4,17314.4,96.19,183.25,76.147,Western Mediterranean
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,13.81,0.652,0.59,21.68,75.9,36062.1,35.6,8.2,33600.0,105.0,186.68,150.539,Laccadive Sea / Arabian Basin
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,19.18,0.953,0.86,23.89,86.7,90504.8,51.3,1.1,60900.0,105.0,179.07,261.736,Gulf of Oman
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,16.31,0.908,0.35,7.09,28.7,68564.3,19.1,3.2,33600.0,105.0,187.36,151.085,Southern Red Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,16.2,0.99,1.66,28.65,47.3,55626.8,222.1,19.4,55868.3,96.32,171.72,230.245,Gulf of Suez
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,14.84,0.893,0.5,3.33,122.1,23430.3,3.9,-0.1,14700.0,105.0,191.92,67.709,Malta Channel
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.3,0.845,0.98,24.46,4.5,54698.2,149.1,42.7,33600.0,105.0,188.14,151.715,Strait of Gibraltar
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,14.66,0.819,0.95,27.96,74.4,35452.9,59.4,9.0,23100.0,105.0,183.49,101.729,Rotterdam Approaches
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,11.79,0.768,0.38,4.08,163.0,13725.7,1.8,-0.4,13727.0,76.26,167.53,55.194,Western Mediterranean
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,15.86,0.743,2.79,48.29,115.3,42978.5,351.9,-42.5,23100.0,105.0,189.13,104.854,Eastern Mediterranean
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.72,0.851,0.94,13.6,96.5,29573.4,43.7,-0.9,23100.0,105.0,184.6,102.342,Laccadive Sea / Arabian Basin
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,12.18,0.953,1.38,24.64,150.9,13362.4,16.6,-9.4,13369.5,95.5,180.25,57.836,Bay of Biscay
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.15,0.896,2.02,25.88,154.0,54633.2,181.9,-43.0,33600.0,105.0,187.38,151.102,Cape Comorin
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,19.74,0.983,2.14,38.12,74.5,100203.8,368.4,13.5,60900.0,105.0,186.41,272.461,Eastern Mediterranean
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,12.58,0.764,1.43,25.25,108.9,21695.6,80.1,-8.8,21766.8,98.94,180.75,94.424,Gulf of Suez
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,10.6,0.968,1.34,21.37,94.0,14506.9,69.7,-1.4,14575.3,66.25,172.35,60.288,Rotterdam Approaches
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,19.1,0.949,1.07,23.6,130.8,89190.4,47.0,-12.7,60900.0,105.0,186.91,273.181,Strait of Gibraltar
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,16.07,0.875,0.46,7.38,131.2,51134.9,7.1,-1.2,51140.7,88.17,170.71,209.523,Northern Red Sea
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,17.03,0.816,2.6,54.97,114.2,55509.0,333.8,-53.0,23100.0,105.0,191.14,105.967,South China Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.37,0.986,3.25,51.22,122.3,48796.5,658.1,-100.4,33600.0,105.0,187.91,151.531,English Channel East
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.35,0.94,1.47,27.22,2.7,30268.7,273.7,52.9,30595.4,95.61,175.18,128.636,Sri Lanka Dondra Head
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,16.37,0.726,0.46,10.3,3.5,49763.3,19.6,3.7,49786.5,85.84,165.1,197.269,Strait of Hormuz
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,10.9,0.685,3.62,66.02,1.3,10338.1,552.0,120.3,11010.3,61.17,178.55,47.182,English Channel East
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,14.9,0.939,0.45,3.53,98.5,39639.8,10.6,-0.1,23100.0,105.0,186.27,103.269,Malta Channel
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,10.65,0.783,2.47,34.88,171.5,10191.1,63.4,-33.2,10221.3,56.78,181.12,44.43,Central Arabian Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.11,0.981,3.77,45.43,155.0,46047.5,582.9,-133.8,33600.0,105.0,184.25,148.576,English Channel East
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.85,0.765,4.59,62.6,118.8,58149.2,1514.8,-135.2,33600.0,105.0,190.22,153.397,English Channel East
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,12.39,0.844,0.53,7.78,116.8,16611.8,6.0,-0.8,16617.1,92.32,176.78,70.502,Shanghai Wusong
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,16.82,0.822,0.42,3.29,13.0,56986.1,16.5,0.4,57003.0,98.28,179.71,245.861,Malta Channel
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,16.21,0.817,0.6,13.02,142.0,50842.9,10.9,-4.6,50849.2,87.67,167.26,204.115,Cape Finisterre Atlantic
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,10.71,0.778,0.35,5.28,92.3,10343.4,3.0,-0.0,10346.4,57.48,177.8,44.15,Southern Red Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,12.43,0.788,0.48,3.59,60.6,16261.5,8.8,0.2,16270.5,90.39,175.54,68.548,Malta Channel
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,10.9,0.827,1.4,23.87,155.5,8963.3,14.7,-9.2,8968.7,64.06,179.01,38.531,Bay of Biscay
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,10.75,0.95,1.4,31.08,105.8,14958.9,68.1,-11.2,15015.8,68.25,172.9,62.311,Suez Canal Transit
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,19.37,0.731,1.83,35.13,124.9,82633.1,150.2,-24.6,60900.0,105.0,182.03,266.055,Bab-el-Mandeb Strait
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,11.08,0.951,0.47,7.04,62.1,10059.9,4.8,0.4,10065.2,71.89,176.94,42.743,Shanghai Wusong
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,11.88,0.805,3.27,44.11,151.7,18723.9,229.8,-73.2,18880.6,85.82,170.12,77.085,English Channel East
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.28,0.828,1.29,22.0,105.6,25195.8,48.2,-3.6,18900.0,105.0,189.73,86.062,Rotterdam Approaches
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,12.54,0.684,0.47,8.92,47.9,15709.4,9.3,1.5,15720.2,87.33,171.13,64.564,Singapore Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,18.87,0.841,1.55,26.52,91.8,81262.8,156.7,-0.8,60900.0,105.0,190.23,278.044,Cape Comorin
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,13.72,0.78,0.42,10.6,40.6,17400.7,5.4,1.5,14700.0,105.0,188.07,66.35,Northern Red Sea
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,15.65,0.685,0.41,7.03,97.6,39936.1,9.2,-0.3,23100.0,105.0,185.33,102.749,Singapore Strait
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.52,0.919,1.06,21.47,164.1,31177.3,37.8,-31.7,31183.4,97.45,176.88,132.376,Rotterdam Approaches
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,12.99,0.984,1.79,30.67,143.6,16481.0,32.6,-13.4,14700.0,105.0,194.28,68.542,Sri Lanka Dondra Head
